K,SepalLength,SepalWidth,PetalLength,PetalWidth,TrueClass,Cluster
27,4.6,3.4,1.4,0.3,Iris-setosa,17
27,5,3.4,1.5,0.2,Iris-setosa,22
27,4.4,2.9,1.4,0.2,Iris-setosa,13
27,4.9,3.1,1.5,0.1,Iris-setosa,23
27,5.4,3.7,1.5,0.2,Iris-setosa,25
27,4.8,3.4,1.6,0.2,Iris-setosa,2
27,4.8,3,1.4,0.1,Iris-setosa,23
27,4.3,3,1.1,0.1,Iris-setosa,13
27,5.8,4,1.2,0.2,Iris-setosa,9
27,5.7,4.4,1.5,0.4,Iris-setosa,9
27,5.4,3.9,1.3,0.4,Iris-setosa,9
27,5.1,3.5,1.4,0.3,Iris-setosa,22
27,5.7,3.8,1.7,0.3,Iris-setosa,9
27,5.1,3.8,1.5,0.3,Iris-setosa,25
27,5.4,3.4,1.7,0.2,Iris-setosa,12
27,5.1,3.7,1.5,0.4,Iris-setosa,25
27,4.6,3.6,1,0.2,Iris-setosa,4
27,5.1,3.3,1.7,0.5,Iris-setosa,12
27,4.8,3.4,1.9,0.2,Iris-setosa,2
27,5,3,1.6,0.2,Iris-setosa,23
27,5,3.4,1.6,0.4,Iris-setosa,22
27,5.2,3.5,1.5,0.2,Iris-setosa,22
27,5.2,3.4,1.4,0.2,Iris-setosa,22
27,4.7,3.2,1.6,0.2,Iris-setosa,2
27,4.8,3.1,1.6,0.2,Iris-setosa,23
27,5.4,3.4,1.5,0.4,Iris-setosa,12
27,5.2,4.1,1.5,0.1,Iris-setosa,25
27,5.5,4.2,1.4,0.2,Iris-setosa,9
27,4.9,3.1,1.5,0.1,Iris-setosa,23
27,5,3.2,1.2,0.2,Iris-setosa,21
27,5.5,3.5,1.3,0.2,Iris-setosa,12
27,4.9,3.1,1.5,0.1,Iris-setosa,23
27,4.4,3,1.3,0.2,Iris-setosa,13
27,5.1,3.4,1.5,0.2,Iris-setosa,22
27,5,3.5,1.3,0.3,Iris-setosa,22
27,4.5,2.3,1.3,0.3,Iris-setosa,13
27,4.4,3.2,1.3,0.2,Iris-setosa,17
27,5,3.5,1.6,0.6,Iris-setosa,22
27,5.1,3.8,1.9,0.4,Iris-setosa,25
27,4.8,3,1.4,0.3,Iris-setosa,23
27,5.1,3.8,1.6,0.2,Iris-setosa,25
27,4.6,3.2,1.4,0.2,Iris-setosa,17
27,5.3,3.7,1.5,0.2,Iris-setosa,25
27,5,3.3,1.4,0.2,Iris-setosa,21
27,7,3.2,4.7,1.4,Iris-versicolor,0
27,6.4,3.2,4.5,1.5,Iris-versicolor,26
27,6.9,3.1,4.9,1.5,Iris-versicolor,0
27,5.5,2.3,4,1.3,Iris-versicolor,24
27,6.5,2.8,4.6,1.5,Iris-versicolor,26
27,5.7,2.8,4.5,1.3,Iris-versicolor,19
27,6.3,3.3,4.7,1.6,Iris-versicolor,7
27,4.9,2.4,3.3,1,Iris-versicolor,10
27,6.6,2.9,4.6,1.3,Iris-versicolor,26
27,5.2,2.7,3.9,1.4,Iris-versicolor,24
27,5,2,3.5,1,Iris-versicolor,11
27,5.9,3,4.2,1.5,Iris-versicolor,19
27,6,2.2,4,1,Iris-versicolor,24
27,6.1,2.9,4.7,1.4,Iris-versicolor,8
27,5.6,2.9,3.6,1.3,Iris-versicolor,24
27,6.7,3.1,4.4,1.4,Iris-versicolor,26
27,5.6,3,4.5,1.5,Iris-versicolor,19
27,5.8,2.7,4.1,1,Iris-versicolor,19
27,6.2,2.2,4.5,1.5,Iris-versicolor,20
27,5.6,2.5,3.9,1.1,Iris-versicolor,24
27,5.9,3.2,4.8,1.8,Iris-versicolor,7
27,6.1,2.8,4,1.3,Iris-versicolor,19
27,6.3,2.5,4.9,1.5,Iris-versicolor,20
27,6.1,2.8,4.7,1.2,Iris-versicolor,8
27,6.4,2.9,4.3,1.3,Iris-versicolor,26
27,6.6,3,4.4,1.4,Iris-versicolor,26
27,6.8,2.8,4.8,1.4,Iris-versicolor,0
27,6.7,3,5,1.7,Iris-versicolor,0
27,6,2.9,4.5,1.5,Iris-versicolor,8
27,5.7,2.6,3.5,1,Iris-versicolor,24
27,5.5,2.4,3.8,1.1,Iris-versicolor,24
27,5.5,2.4,3.7,1,Iris-versicolor,24
27,5.8,2.7,3.9,1.2,Iris-versicolor,24
27,6,2.7,5.1,1.6,Iris-versicolor,18
27,5.4,3,4.5,1.5,Iris-versicolor,19
27,6,3.4,4.5,1.6,Iris-versicolor,7
27,6.7,3.1,4.7,1.5,Iris-versicolor,0
27,6.3,2.3,4.4,1.3,Iris-versicolor,20
27,5.6,3,4.1,1.3,Iris-versicolor,19
27,5.5,2.5,4,1.3,Iris-versicolor,24
27,5.5,2.6,4.4,1.2,Iris-versicolor,19
27,6.1,3,4.6,1.4,Iris-versicolor,8
27,5.8,2.6,4,1.2,Iris-versicolor,24
27,5,2.3,3.3,1,Iris-versicolor,11
27,5.6,2.7,4.2,1.3,Iris-versicolor,19
27,5.7,3,4.2,1.2,Iris-versicolor,19
27,5.7,2.9,4.2,1.3,Iris-versicolor,19
27,6.2,2.9,4.3,1.3,Iris-versicolor,8
27,5.1,2.5,3,1.1,Iris-versicolor,10
27,5.7,2.8,4.1,1.3,Iris-versicolor,19
27,6.3,3.3,6,2.5,Iris-virginica,3
27,5.8,2.7,5.1,1.9,Iris-virginica,18
27,7.1,3,5.9,2.1,Iris-virginica,1
27,6.3,2.9,5.6,1.8,Iris-virginica,15
27,6.5,3,5.8,2.2,Iris-virginica,3
27,7.6,3,6.6,2.1,Iris-virginica,1
27,4.9,2.5,4.5,1.7,Iris-virginica,6
27,7.3,2.9,6.3,1.8,Iris-virginica,1
27,6.7,2.5,5.8,1.8,Iris-virginica,15
27,7.2,3.6,6.1,2.5,Iris-virginica,3
27,6.5,3.2,5.1,2,Iris-virginica,16
27,6.4,2.7,5.3,1.9,Iris-virginica,15
27,6.8,3,5.5,2.1,Iris-virginica,5
27,5.7,2.5,5,2,Iris-virginica,18
27,5.8,2.8,5.1,2.4,Iris-virginica,18
27,6.4,3.2,5.3,2.3,Iris-virginica,16
27,6.5,3,5.5,1.8,Iris-virginica,15
27,7.7,3.8,6.7,2.2,Iris-virginica,14
27,7.7,2.6,6.9,2.3,Iris-virginica,1
27,6,2.2,5,1.5,Iris-virginica,20
27,6.9,3.2,5.7,2.3,Iris-virginica,3
27,5.6,2.8,4.9,2,Iris-virginica,18
27,7.7,2.8,6.7,2,Iris-virginica,1
27,6.3,2.7,4.9,1.8,Iris-virginica,7
27,6.7,3.3,5.7,2.1,Iris-virginica,3
27,7.2,3.2,6,1.8,Iris-virginica,1
27,6.2,2.8,4.8,1.8,Iris-virginica,7
27,6.1,3,4.9,1.8,Iris-virginica,7
27,6.4,2.8,5.6,2.1,Iris-virginica,15
27,7.2,3,5.8,1.6,Iris-virginica,1
27,7.4,2.8,6.1,1.9,Iris-virginica,1
27,7.9,3.8,6.4,2,Iris-virginica,14
27,6.4,2.8,5.6,2.2,Iris-virginica,15
27,6.3,2.8,5.1,1.5,Iris-virginica,7
27,6.1,2.6,5.6,1.4,Iris-virginica,15
27,7.7,3,6.1,2.3,Iris-virginica,1
27,6.3,3.4,5.6,2.4,Iris-virginica,3
27,6.4,3.1,5.5,1.8,Iris-virginica,15
27,6,3,4.8,1.8,Iris-virginica,7
27,6.9,3.1,5.4,2.1,Iris-virginica,5
27,6.7,3.1,5.6,2.4,Iris-virginica,3
27,6.9,3.1,5.1,2.3,Iris-virginica,5
27,5.8,2.7,5.1,1.9,Iris-virginica,18
27,6.8,3.2,5.9,2.3,Iris-virginica,3
27,6.7,3.3,5.7,2.5,Iris-virginica,3
27,6.7,3,5.2,2.3,Iris-virginica,5
27,6.3,2.5,5,1.9,Iris-virginica,20
27,6.5,3,5.2,2,Iris-virginica,16
27,6.2,3.4,5.4,2.3,Iris-virginica,16
27,5.9,3,5.1,1.8,Iris-virginica,18
28,5.1,3.5,1.4,0.2,Iris-setosa,24
28,4.9,3,1.4,0.2,Iris-setosa,15
28,4.7,3.2,1.3,0.2,Iris-setosa,15
28,4.6,3.1,1.5,0.2,Iris-setosa,15
28,5,3.6,1.4,0.2,Iris-setosa,24
28,5.4,3.9,1.7,0.4,Iris-setosa,26
28,4.6,3.4,1.4,0.3,Iris-setosa,15
28,5,3.4,1.5,0.2,Iris-setosa,24
28,4.4,2.9,1.4,0.2,Iris-setosa,15
28,4.9,3.1,1.5,0.1,Iris-setosa,15
28,5.4,3.7,1.5,0.2,Iris-setosa,26
28,4.8,3.4,1.6,0.2,Iris-setosa,24
28,4.8,3,1.4,0.1,Iris-setosa,15
28,4.3,3,1.1,0.1,Iris-setosa,15
28,5.8,4,1.2,0.2,Iris-setosa,5
28,5.7,4.4,1.5,0.4,Iris-setosa,5
28,5.4,3.9,1.3,0.4,Iris-setosa,26
28,5.1,3.5,1.4,0.3,Iris-setosa,24
28,5.7,3.8,1.7,0.3,Iris-setosa,5
28,5.1,3.8,1.5,0.3,Iris-setosa,26
28,5.4,3.4,1.7,0.2,Iris-setosa,14
28,5.1,3.7,1.5,0.4,Iris-setosa,26
28,4.6,3.6,1,0.2,Iris-setosa,15
28,5.1,3.3,1.7,0.5,Iris-setosa,24
28,4.8,3.4,1.9,0.2,Iris-setosa,24
28,5,3,1.6,0.2,Iris-setosa,15
28,5,3.4,1.6,0.4,Iris-setosa,24
28,5.2,3.5,1.5,0.2,Iris-setosa,24
28,5.2,3.4,1.4,0.2,Iris-setosa,24
28,4.7,3.2,1.6,0.2,Iris-setosa,15
28,4.8,3.1,1.6,0.2,Iris-setosa,15
28,5.4,3.4,1.5,0.4,Iris-setosa,14
28,5.2,4.1,1.5,0.1,Iris-setosa,26
28,5.5,4.2,1.4,0.2,Iris-setosa,5
28,4.9,3.1,1.5,0.1,Iris-setosa,15
28,5,3.2,1.2,0.2,Iris-setosa,24
28,5.5,3.5,1.3,0.2,Iris-setosa,14
28,4.9,3.1,1.5,0.1,Iris-setosa,15
28,4.4,3,1.3,0.2,Iris-setosa,15
28,5.1,3.4,1.5,0.2,Iris-setosa,24
28,5,3.5,1.3,0.3,Iris-setosa,24
28,4.5,2.3,1.3,0.3,Iris-setosa,20
28,4.4,3.2,1.3,0.2,Iris-setosa,15
28,5,3.5,1.6,0.6,Iris-setosa,24
28,5.1,3.8,1.9,0.4,Iris-setosa,26
28,4.8,3,1.4,0.3,Iris-setosa,15
28,5.1,3.8,1.6,0.2,Iris-setosa,26
28,4.6,3.2,1.4,0.2,Iris-setosa,15
28,5.3,3.7,1.5,0.2,Iris-setosa,26
28,5,3.3,1.4,0.2,Iris-setosa,24
28,7,3.2,4.7,1.4,Iris-versicolor,22
28,6.4,3.2,4.5,1.5,Iris-versicolor,22
28,6.9,3.1,4.9,1.5,Iris-versicolor,22
28,5.5,2.3,4,1.3,Iris-versicolor,8
28,6.5,2.8,4.6,1.5,Iris-versicolor,22
28,5.7,2.8,4.5,1.3,Iris-versicolor,1
28,6.3,3.3,4.7,1.6,Iris-versicolor,23
28,4.9,2.4,3.3,1,Iris-versicolor,19
28,6.6,2.9,4.6,1.3,Iris-versicolor,22
28,5.2,2.7,3.9,1.4,Iris-versicolor,8
28,5,2,3.5,1,Iris-versicolor,19
28,5.9,3,4.2,1.5,Iris-versicolor,11
28,6,2.2,4,1,Iris-versicolor,8
28,6.1,2.9,4.7,1.4,Iris-versicolor,9
28,5.6,2.9,3.6,1.3,Iris-versicolor,21
28,6.7,3.1,4.4,1.4,Iris-versicolor,22
28,5.6,3,4.5,1.5,Iris-versicolor,1
28,5.8,2.7,4.1,1,Iris-versicolor,8
28,6.2,2.2,4.5,1.5,Iris-versicolor,4
28,5.6,2.5,3.9,1.1,Iris-versicolor,8
28,5.9,3.2,4.8,1.8,Iris-versicolor,23
28,6.1,2.8,4,1.3,Iris-versicolor,11
28,6.3,2.5,4.9,1.5,Iris-versicolor,4
28,6.1,2.8,4.7,1.2,Iris-versicolor,9
28,6.4,2.9,4.3,1.3,Iris-versicolor,11
28,6.6,3,4.4,1.4,Iris-versicolor,22
28,6.8,2.8,4.8,1.4,Iris-versicolor,22
28,6.7,3,5,1.7,Iris-versicolor,22
28,6,2.9,4.5,1.5,Iris-versicolor,9
28,5.7,2.6,3.5,1,Iris-versicolor,21
28,5.5,2.4,3.8,1.1,Iris-versicolor,8
28,5.5,2.4,3.7,1,Iris-versicolor,21
28,5.8,2.7,3.9,1.2,Iris-versicolor,21
28,6,2.7,5.1,1.6,Iris-versicolor,10
28,5.4,3,4.5,1.5,Iris-versicolor,1
28,6,3.4,4.5,1.6,Iris-versicolor,23
28,6.7,3.1,4.7,1.5,Iris-versicolor,22
28,6.3,2.3,4.4,1.3,Iris-versicolor,4
28,5.6,3,4.1,1.3,Iris-versicolor,1
28,5.5,2.5,4,1.3,Iris-versicolor,8
28,5.5,2.6,4.4,1.2,Iris-versicolor,1
28,6.1,3,4.6,1.4,Iris-versicolor,9
28,5.8,2.6,4,1.2,Iris-versicolor,8
28,5,2.3,3.3,1,Iris-versicolor,19
28,5.6,2.7,4.2,1.3,Iris-versicolor,1
28,5.7,3,4.2,1.2,Iris-versicolor,1
28,5.7,2.9,4.2,1.3,Iris-versicolor,1
28,6.2,2.9,4.3,1.3,Iris-versicolor,11
28,5.1,2.5,3,1.1,Iris-versicolor,19
28,5.7,2.8,4.1,1.3,Iris-versicolor,1
28,6.3,3.3,6,2.5,Iris-virginica,25
28,5.8,2.7,5.1,1.9,Iris-virginica,27
28,7.1,3,5.9,2.1,Iris-virginica,17
28,6.3,2.9,5.6,1.8,Iris-virginica,18
28,6.5,3,5.8,2.2,Iris-virginica,18
28,7.6,3,6.6,2.1,Iris-virginica,0
28,4.9,2.5,4.5,1.7,Iris-virginica,6
28,7.3,2.9,6.3,1.8,Iris-virginica,17
28,6.7,2.5,5.8,1.8,Iris-virginica,18
28,7.2,3.6,6.1,2.5,Iris-virginica,3
28,6.5,3.2,5.1,2,Iris-virginica,12
28,6.4,2.7,5.3,1.9,Iris-virginica,12
28,6.8,3,5.5,2.1,Iris-virginica,13
28,5.7,2.5,5,2,Iris-virginica,2
28,5.8,2.8,5.1,2.4,Iris-virginica,16
28,6.4,3.2,5.3,2.3,Iris-virginica,13
28,6.5,3,5.5,1.8,Iris-virginica,18
28,7.7,3.8,6.7,2.2,Iris-virginica,3
28,7.7,2.6,6.9,2.3,Iris-virginica,0
28,6,2.2,5,1.5,Iris-virginica,4
28,6.9,3.2,5.7,2.3,Iris-virginica,13
28,5.6,2.8,4.9,2,Iris-virginica,16
28,7.7,2.8,6.7,2,Iris-virginica,0
28,6.3,2.7,4.9,1.8,Iris-virginica,12
28,6.7,3.3,5.7,2.1,Iris-virginica,13
28,7.2,3.2,6,1.8,Iris-virginica,17
28,6.2,2.8,4.8,1.8,Iris-virginica,7
28,6.1,3,4.9,1.8,Iris-virginica,7
28,6.4,2.8,5.6,2.1,Iris-virginica,18
28,7.2,3,5.8,1.6,Iris-virginica,17
28,7.4,2.8,6.1,1.9,Iris-virginica,17
28,7.9,3.8,6.4,2,Iris-virginica,3
28,6.4,2.8,5.6,2.2,Iris-virginica,18
28,6.3,2.8,5.1,1.5,Iris-virginica,10
28,6.1,2.6,5.6,1.4,Iris-virginica,10
28,7.7,3,6.1,2.3,Iris-virginica,0
28,6.3,3.4,5.6,2.4,Iris-virginica,25
28,6.4,3.1,5.5,1.8,Iris-virginica,18
28,6,3,4.8,1.8,Iris-virginica,7
28,6.9,3.1,5.4,2.1,Iris-virginica,13
28,6.7,3.1,5.6,2.4,Iris-virginica,13
28,6.9,3.1,5.1,2.3,Iris-virginica,13
28,5.8,2.7,5.1,1.9,Iris-virginica,27
28,6.8,3.2,5.9,2.3,Iris-virginica,13
28,6.7,3.3,5.7,2.5,Iris-virginica,13
28,6.7,3,5.2,2.3,Iris-virginica,13
28,6.3,2.5,5,1.9,Iris-virginica,12
28,6.5,3,5.2,2,Iris-virginica,12
28,6.2,3.4,5.4,2.3,Iris-virginica,25
28,5.9,3,5.1,1.8,Iris-virginica,7
29,5.1,3.5,1.4,0.2,Iris-setosa,26
29,4.9,3,1.4,0.2,Iris-setosa,20
29,4.7,3.2,1.3,0.2,Iris-setosa,4
29,4.6,3.1,1.5,0.2,Iris-setosa,4
29,5,3.6,1.4,0.2,Iris-setosa,26
29,5.4,3.9,1.7,0.4,Iris-setosa,28
29,4.6,3.4,1.4,0.3,Iris-setosa,4
29,5,3.4,1.5,0.2,Iris-setosa,26
29,4.4,2.9,1.4,0.2,Iris-setosa,14
29,4.9,3.1,1.5,0.1,Iris-setosa,20
29,5.4,3.7,1.5,0.2,Iris-setosa,13
29,4.8,3.4,1.6,0.2,Iris-setosa,0
29,4.8,3,1.4,0.1,Iris-setosa,20
29,4.3,3,1.1,0.1,Iris-setosa,14
29,5.8,4,1.2,0.2,Iris-setosa,28
29,5.7,4.4,1.5,0.4,Iris-setosa,28
29,5.4,3.9,1.3,0.4,Iris-setosa,28
29,5.1,3.5,1.4,0.3,Iris-setosa,26
29,5.7,3.8,1.7,0.3,Iris-setosa,28
29,5.1,3.8,1.5,0.3,Iris-setosa,13
29,5.4,3.4,1.7,0.2,Iris-setosa,13
29,5.1,3.7,1.5,0.4,Iris-setosa,13
29,4.6,3.6,1,0.2,Iris-setosa,4
29,5.1,3.3,1.7,0.5,Iris-setosa,13
29,4.8,3.4,1.9,0.2,Iris-setosa,0
29,5,3,1.6,0.2,Iris-setosa,20
29,5,3.4,1.6,0.4,Iris-setosa,26
29,5.2,3.5,1.5,0.2,Iris-setosa,13
29,5.2,3.4,1.4,0.2,Iris-setosa,26
29,4.7,3.2,1.6,0.2,Iris-setosa,0
29,4.8,3.1,1.6,0.2,Iris-setosa,20
29,5.4,3.4,1.5,0.4,Iris-setosa,13
29,5.2,4.1,1.5,0.1,Iris-setosa,28
29,5.5,4.2,1.4,0.2,Iris-setosa,28
29,4.9,3.1,1.5,0.1,Iris-setosa,20
29,5,3.2,1.2,0.2,Iris-setosa,26
29,5.5,3.5,1.3,0.2,Iris-setosa,13
29,4.9,3.1,1.5,0.1,Iris-setosa,20
29,4.4,3,1.3,0.2,Iris-setosa,14
29,5.1,3.4,1.5,0.2,Iris-setosa,26
29,5,3.5,1.3,0.3,Iris-setosa,26
29,4.5,2.3,1.3,0.3,Iris-setosa,14
29,4.4,3.2,1.3,0.2,Iris-setosa,4
29,5,3.5,1.6,0.6,Iris-setosa,13
29,5.1,3.8,1.9,0.4,Iris-setosa,13
29,4.8,3,1.4,0.3,Iris-setosa,20
29,5.1,3.8,1.6,0.2,Iris-setosa,13
29,4.6,3.2,1.4,0.2,Iris-setosa,4
29,5.3,3.7,1.5,0.2,Iris-setosa,13
29,5,3.3,1.4,0.2,Iris-setosa,26
29,7,3.2,4.7,1.4,Iris-versicolor,5
29,6.4,3.2,4.5,1.5,Iris-versicolor,19
29,6.9,3.1,4.9,1.5,Iris-versicolor,5
29,5.5,2.3,4,1.3,Iris-versicolor,3
29,6.5,2.8,4.6,1.5,Iris-versicolor,5
29,5.7,2.8,4.5,1.3,Iris-versicolor,21
29,6.3,3.3,4.7,1.6,Iris-versicolor,19
29,4.9,2.4,3.3,1,Iris-versicolor,10
29,6.6,2.9,4.6,1.3,Iris-versicolor,5
29,5.2,2.7,3.9,1.4,Iris-versicolor,17
29,5,2,3.5,1,Iris-versicolor,10
29,5.9,3,4.2,1.5,Iris-versicolor,12
29,6,2.2,4,1,Iris-versicolor,3
29,6.1,2.9,4.7,1.4,Iris-versicolor,16
29,5.6,2.9,3.6,1.3,Iris-versicolor,17
29,6.7,3.1,4.4,1.4,Iris-versicolor,5
29,5.6,3,4.5,1.5,Iris-versicolor,9
29,5.8,2.7,4.1,1,Iris-versicolor,3
29,6.2,2.2,4.5,1.5,Iris-versicolor,7
29,5.6,2.5,3.9,1.1,Iris-versicolor,3
29,5.9,3.2,4.8,1.8,Iris-versicolor,1
29,6.1,2.8,4,1.3,Iris-versicolor,23
29,6.3,2.5,4.9,1.5,Iris-versicolor,15
29,6.1,2.8,4.7,1.2,Iris-versicolor,16
29,6.4,2.9,4.3,1.3,Iris-versicolor,18
29,6.6,3,4.4,1.4,Iris-versicolor,5
29,6.8,2.8,4.8,1.4,Iris-versicolor,5
29,6.7,3,5,1.7,Iris-versicolor,5
29,6,2.9,4.5,1.5,Iris-versicolor,16
29,5.7,2.6,3.5,1,Iris-versicolor,3
29,5.5,2.4,3.8,1.1,Iris-versicolor,3
29,5.5,2.4,3.7,1,Iris-versicolor,3
29,5.8,2.7,3.9,1.2,Iris-versicolor,3
29,6,2.7,5.1,1.6,Iris-versicolor,15
29,5.4,3,4.5,1.5,Iris-versicolor,9
29,6,3.4,4.5,1.6,Iris-versicolor,19
29,6.7,3.1,4.7,1.5,Iris-versicolor,5
29,6.3,2.3,4.4,1.3,Iris-versicolor,7
29,5.6,3,4.1,1.3,Iris-versicolor,12
29,5.5,2.5,4,1.3,Iris-versicolor,3
29,5.5,2.6,4.4,1.2,Iris-versicolor,21
29,6.1,3,4.6,1.4,Iris-versicolor,16
29,5.8,2.6,4,1.2,Iris-versicolor,3
29,5,2.3,3.3,1,Iris-versicolor,10
29,5.6,2.7,4.2,1.3,Iris-versicolor,21
29,5.7,3,4.2,1.2,Iris-versicolor,12
29,5.7,2.9,4.2,1.3,Iris-versicolor,12
29,6.2,2.9,4.3,1.3,Iris-versicolor,18
29,5.1,2.5,3,1.1,Iris-versicolor,10
29,5.7,2.8,4.1,1.3,Iris-versicolor,12
29,6.3,3.3,6,2.5,Iris-virginica,25
29,5.8,2.7,5.1,1.9,Iris-virginica,6
29,7.1,3,5.9,2.1,Iris-virginica,8
29,6.3,2.9,5.6,1.8,Iris-virginica,24
29,6.5,3,5.8,2.2,Iris-virginica,22
29,7.6,3,6.6,2.1,Iris-virginica,2
29,4.9,2.5,4.5,1.7,Iris-virginica,11
29,7.3,2.9,6.3,1.8,Iris-virginica,8
29,6.7,2.5,5.8,1.8,Iris-virginica,24
29,7.2,3.6,6.1,2.5,Iris-virginica,27
29,6.5,3.2,5.1,2,Iris-virginica,24
29,6.4,2.7,5.3,1.9,Iris-virginica,24
29,6.8,3,5.5,2.1,Iris-virginica,22
29,5.7,2.5,5,2,Iris-virginica,6
29,5.8,2.8,5.1,2.4,Iris-virginica,6
29,6.4,3.2,5.3,2.3,Iris-virginica,25
29,6.5,3,5.5,1.8,Iris-virginica,24
29,7.7,3.8,6.7,2.2,Iris-virginica,27
29,7.7,2.6,6.9,2.3,Iris-virginica,2
29,6,2.2,5,1.5,Iris-virginica,7
29,6.9,3.2,5.7,2.3,Iris-virginica,22
29,5.6,2.8,4.9,2,Iris-virginica,6
29,7.7,2.8,6.7,2,Iris-virginica,2
29,6.3,2.7,4.9,1.8,Iris-virginica,15
29,6.7,3.3,5.7,2.1,Iris-virginica,22
29,7.2,3.2,6,1.8,Iris-virginica,8
29,6.2,2.8,4.8,1.8,Iris-virginica,15
29,6.1,3,4.9,1.8,Iris-virginica,1
29,6.4,2.8,5.6,2.1,Iris-virginica,24
29,7.2,3,5.8,1.6,Iris-virginica,8
29,7.4,2.8,6.1,1.9,Iris-virginica,8
29,7.9,3.8,6.4,2,Iris-virginica,27
29,6.4,2.8,5.6,2.2,Iris-virginica,24
29,6.3,2.8,5.1,1.5,Iris-virginica,15
29,6.1,2.6,5.6,1.4,Iris-virginica,24
29,7.7,3,6.1,2.3,Iris-virginica,27
29,6.3,3.4,5.6,2.4,Iris-virginica,25
29,6.4,3.1,5.5,1.8,Iris-virginica,24
29,6,3,4.8,1.8,Iris-virginica,1
29,6.9,3.1,5.4,2.1,Iris-virginica,22
29,6.7,3.1,5.6,2.4,Iris-virginica,22
29,6.9,3.1,5.1,2.3,Iris-virginica,22
29,5.8,2.7,5.1,1.9,Iris-virginica,6
29,6.8,3.2,5.9,2.3,Iris-virginica,22
29,6.7,3.3,5.7,2.5,Iris-virginica,22
29,6.7,3,5.2,2.3,Iris-virginica,22
29,6.3,2.5,5,1.9,Iris-virginica,15
29,6.5,3,5.2,2,Iris-virginica,24
29,6.2,3.4,5.4,2.3,Iris-virginica,25
29,5.9,3,5.1,1.8,Iris-virginica,1
30,5.1,3.5,1.4,0.2,Iris-setosa,22
30,4.9,3,1.4,0.2,Iris-setosa,27
30,4.7,3.2,1.3,0.2,Iris-setosa,23
30,4.6,3.1,1.5,0.2,Iris-setosa,27
30,5,3.6,1.4,0.2,Iris-setosa,22
30,5.4,3.9,1.7,0.4,Iris-setosa,25
30,4.6,3.4,1.4,0.3,Iris-setosa,23
30,5,3.4,1.5,0.2,Iris-setosa,22
30,4.4,2.9,1.4,0.2,Iris-setosa,12
30,4.9,3.1,1.5,0.1,Iris-setosa,27
30,5.4,3.7,1.5,0.2,Iris-setosa,25
30,4.8,3.4,1.6,0.2,Iris-setosa,13
30,4.8,3,1.4,0.1,Iris-setosa,27
30,4.3,3,1.1,0.1,Iris-setosa,12
30,5.8,4,1.2,0.2,Iris-setosa,25
30,5.7,4.4,1.5,0.4,Iris-setosa,20
30,5.4,3.9,1.3,0.4,Iris-setosa,25
30,5.1,3.5,1.4,0.3,Iris-setosa,22
30,5.7,3.8,1.7,0.3,Iris-setosa,25
30,5.1,3.8,1.5,0.3,Iris-setosa,16
30,5.4,3.4,1.7,0.2,Iris-setosa,6
30,5.1,3.7,1.5,0.4,Iris-setosa,16
30,4.6,3.6,1,0.2,Iris-setosa,23
30,5.1,3.3,1.7,0.5,Iris-setosa,13
30,4.8,3.4,1.9,0.2,Iris-setosa,13
30,5,3,1.6,0.2,Iris-setosa,27
30,5,3.4,1.6,0.4,Iris-setosa,13
30,5.2,3.5,1.5,0.2,Iris-setosa,6
30,5.2,3.4,1.4,0.2,Iris-setosa,22
30,4.7,3.2,1.6,0.2,Iris-setosa,27
30,4.8,3.1,1.6,0.2,Iris-setosa,27
30,5.4,3.4,1.5,0.4,Iris-setosa,6
30,5.2,4.1,1.5,0.1,Iris-setosa,20
30,5.5,4.2,1.4,0.2,Iris-setosa,20
30,4.9,3.1,1.5,0.1,Iris-setosa,27
30,5,3.2,1.2,0.2,Iris-setosa,22
30,5.5,3.5,1.3,0.2,Iris-setosa,6
30,4.9,3.1,1.5,0.1,Iris-setosa,27
30,4.4,3,1.3,0.2,Iris-setosa,12
30,5.1,3.4,1.5,0.2,Iris-setosa,22
30,5,3.5,1.3,0.3,Iris-setosa,22
30,4.5,2.3,1.3,0.3,Iris-setosa,15
30,4.4,3.2,1.3,0.2,Iris-setosa,23
30,5,3.5,1.6,0.6,Iris-setosa,13
30,5.1,3.8,1.9,0.4,Iris-setosa,16
30,4.8,3,1.4,0.3,Iris-setosa,27
30,5.1,3.8,1.6,0.2,Iris-setosa,16
30,4.6,3.2,1.4,0.2,Iris-setosa,23
30,5.3,3.7,1.5,0.2,Iris-setosa,25
30,5,3.3,1.4,0.2,Iris-setosa,22
30,7,3.2,4.7,1.4,Iris-versicolor,9
30,6.4,3.2,4.5,1.5,Iris-versicolor,29
30,6.9,3.1,4.9,1.5,Iris-versicolor,9
30,5.5,2.3,4,1.3,Iris-versicolor,17
30,6.5,2.8,4.6,1.5,Iris-versicolor,9
30,5.7,2.8,4.5,1.3,Iris-versicolor,28
30,6.3,3.3,4.7,1.6,Iris-versicolor,29
30,4.9,2.4,3.3,1,Iris-versicolor,3
30,6.6,2.9,4.6,1.3,Iris-versicolor,9
30,5.2,2.7,3.9,1.4,Iris-versicolor,17
30,5,2,3.5,1,Iris-versicolor,3
30,5.9,3,4.2,1.5,Iris-versicolor,0
30,6,2.2,4,1,Iris-versicolor,14
30,6.1,2.9,4.7,1.4,Iris-versicolor,29
30,5.6,2.9,3.6,1.3,Iris-versicolor,5
